"A","pass","math_test","math","activity_score","activity","school"
1296,1,50.46,0.046,2,-1.236,18
1297,1,32.13,-1.787,4,0.556,18
1298,1,60.730000000000004,1.073,4,0.895,18
1299,1,44.63,-0.537,4,0.11,18
1300,1,41.69,-0.831,3,-0.086,18
1301,0,51.2,0.12,5,1.166,18
1302,0,33.74,-1.626,3,-0.17,18
1303,0,47.91,-0.209,4,0.495,18
1304,0,54.37,0.437,4,0.026,18
1305,1,57.84,0.784,3,-0.177,18
1306,1,49.48,-0.052,4,0.409,18
1307,0,46.36,-0.364,3,-0.132,18
1308,1,39.14,-1.086,3,-0.127,18
1309,0,50.66,0.066,3,-0.665,18
1310,1,50.68,0.068,5,1.629,18
1311,0,48.01,-0.199,3,-0.207,19
1312,0,59.28,0.928,5,1.914,19
1313,0,49.54,-0.046,4,0.763,19
1314,1,56.62,0.662,3,-0.635,19
1315,0,49.77,-0.023,4,0.782,19
1316,1,47.39,-0.261,3,-0.212,19
1317,0,38.5,-1.15,4,0.636,19
1318,1,53.980000000000004,0.398,3,-0.143,19
1319,0,57.97,0.797,4,0.943,19
1320,1,42.83,-0.717,3,-0.142,19
1321,0,53.69,0.369,4,0.004,19
1322,1,42.36,-0.764,2,-1.54,19
1323,1,50.45,0.045,3,-0.466,19
1324,0,46.66,-0.334,4,0.885,19
1325,1,44.93,-0.507,3,-0.999,19
1326,0,65.55,1.555,3,-0.174,19
1327,1,65.07,1.507,2,-1.336,19
1328,1,67.01,1.701,2,-1.801,19
1329,0,40.46,-0.954,5,1.066,19
1330,0,49.39,-0.061,5,1.095,19
1331,1,61.08,1.108,4,0.887,19
1332,1,45.07,-0.493,3,-0.831,19
1333,1,46.38,-0.362,3,-0.115,19
1334,1,39.8,-1.02,2,-1.395,19
1335,1,60.88,1.088,3,-0.919,19
1336,0,47.99,-0.201,3,-0.656,19
1337,1,51.23,0.123,3,-0.566,19
1338,1,39.25,-1.075,2,-1.226,19
1339,0,49.51,-0.049,3,-0.175,19
1340,1,36.730000000000004,-1.327,2,-1.388,19
1341,0,40.0,-1.0,4,0.548,19
1342,0,69.19,1.919,4,0.999,19
1343,1,55.15,0.515,4,0.551,19
1344,0,46.37,-0.363,4,0.505,19
1345,0,59.41,0.941,3,-0.364,19
1346,1,55.64,0.564,4,0.693,19
1347,1,49.73,-0.027,3,-0.032,19
1348,1,43.58,-0.642,4,0.603,19
1349,0,47.1,-0.29,4,0.354,19
1350,0,56.99,0.699,4,0.883,19
1351,1,62.42,1.242,4,0.275,19
1352,1,56.89,0.689,3,-0.246,19
1353,1,59.06,0.906,3,-0.438,19
1354,0,60.67,1.067,4,0.012,19
1355,1,46.57,-0.343,3,-0.447,19
1356,0,46.77,-0.323,3,-0.329,19
1357,1,79.83,2.983,3,-0.291,19
1358,1,28.31,-2.169,3,-0.487,19
1359,1,58.65,0.865,3,-0.951,19
1360,1,58.36,0.836,3,-0.683,19
1361,0,44.55,-0.545,5,1.305,19
1362,0,46.16,-0.384,4,0.525,19
1363,1,39.230000000000004,-1.077,3,-0.985,19
1364,0,57.31,0.731,5,1.931,19
1365,1,43.18,-0.682,2,-1.723,19
1366,0,47.29,-0.271,5,1.36,19
1367,1,41.980000000000004,-0.802,2,-1.295,19
1368,0,28.26,-2.174,4,0.015,19
1369,1,34.17,-1.583,3,-0.778,19
1370,1,65.93,1.593,2,-1.328,19
1371,0,54.37,0.437,6,2.076,19
1372,1,67.91,1.791,4,0.607,19
1373,0,53.1,0.31,4,0.365,19
1374,0,67.65,1.765,4,0.395,19
1375,0,50.67,0.067,4,0.278,19
1376,1,58.05,0.805,3,-0.843,19
1377,0,49.77,-0.023,4,0.757,19
1378,1,53.980000000000004,0.398,2,-1.37,19
1379,0,39.7,-1.03,5,1.075,19
1380,1,58.66,0.866,3,-0.402,19
1381,0,51.39,0.139,4,0.388,19
1382,1,54.12,0.412,4,0.726,19
1383,1,43.09,-0.691,3,-0.328,19
1384,0,36.03,-1.397,4,0.082,19
1385,1,51.03,0.103,3,-0.196,19
1386,0,27.59,-2.241,4,0.967,19
1387,1,25.68,-2.432,3,-0.811,19
1388,1,56.870000000000005,0.687,2,-1.207,19
1389,1,49.95,-0.005,4,0.871,19
1390,1,39.75,-1.025,3,-0.516,19
1391,1,38.34,-1.166,1,-2.008,19
1392,1,60.94,1.094,3,-0.081,19
1393,1,39.54,-1.046,4,0.057,19
1394,0,48.25,-0.175,3,-0.176,19
1395,0,31.74,-1.826,5,1.673,19
1396,1,34.99,-1.501,4,0.158,19
1397,0,37.72,-1.228,3,-0.397,19
1398,1,41.44,-0.856,1,-2.064,19
1399,1,53.89,0.389,4,0.415,19
1400,0,55.89,0.589,4,0.83,19
1401,0,61.72,1.172,5,1.578,19
1402,1,53.7,0.37,3,-0.996,19
1403,1,52.85,0.285,2,-1.352,19
1404,0,53.97,0.397,4,0.828,19
1405,1,50.68,0.068,4,0.123,19
1406,1,42.67,-0.733,2,-1.436,19
1407,0,37.94,-1.206,4,0.571,19
1408,1,49.35,-0.065,5,1.387,20
1409,1,70.18,2.018,1,-2.206,20
1410,1,56.85,0.685,6,2.113,20
1411,1,44.36,-0.564,4,0.056,20
1412,0,65.34,1.534,2,-1.003,20
1413,0,40.72,-0.928,3,-0.716,20
1414,1,51.58,0.158,5,1.154,20
1415,1,55.39,0.539,3,-0.395,20
1416,0,48.88,-0.112,3,-0.961,20
1417,0,53.34,0.334,5,1.894,20
1418,0,47.31,-0.269,3,-0.552,20
1419,1,53.07,0.307,4,0.991,20
1420,1,42.32,-0.768,2,-1.617,20
1421,1,42.97,-0.703,5,1.553,20
1422,1,52.730000000000004,0.273,4,0.085,20
1423,0,54.25,0.425,2,-1.177,20
1424,1,41.230000000000004,-0.877,4,0.386,20
1425,1,51.26,0.126,1,-2.289,20
1426,1,51.73,0.173,4,0.84,20
1427,1,58.0,0.8,4,0.046,20
1428,1,44.17,-0.583,3,-0.932,20
1429,1,58.980000000000004,0.898,4,0.705,20
1430,1,62.28,1.228,4,0.015,20
1431,0,42.39,-0.761,4,0.483,20
1432,0,31.61,-1.839,4,0.454,20
1433,0,42.5,-0.75,3,-0.548,20
1434,0,52.8,0.28,4,0.923,20
1435,1,60.56,1.056,4,0.615,20
1436,1,57.99,0.799,4,0.207,20
1437,1,59.269999999999996,0.927,4,0.496,20
1438,0,57.0,0.7,3,-0.243,20
1439,1,35.8,-1.42,3,-0.352,20
1440,0,53.69,0.369,2,-1.298,20
1441,1,62.47,1.247,4,0.991,20
1442,1,49.44,-0.056,5,1.2,20
1443,1,51.61,0.161,3,-0.88,20
1444,1,46.97,-0.303,3,-0.722,20
1445,0,51.61,0.161,3,-0.357,20
1446,1,64.45,1.445,2,-1.163,20
1447,0,55.35,0.535,5,1.142,20
1448,1,52.57,0.257,4,0.125,20
1449,1,32.47,-1.753,4,0.303,20
1450,0,53.46,0.346,5,1.154,20
1451,1,60.01,1.001,2,-1.647,20
1452,1,37.66,-1.234,4,0.095,20
1453,0,47.08,-0.292,6,2.614,20
1454,1,39.9,-1.01,4,0.636,20
1455,1,61.15,1.115,2,-1.021,20
1456,1,66.24000000000001,1.624,4,0.402,20
1457,1,50.32,0.032,3,-0.192,20
1458,1,39.03,-1.097,2,-1.134,20
1459,1,56.56,0.656,3,-0.67,20
1460,0,54.26,0.426,4,0.059,20
1461,0,36.63,-1.337,4,0.639,20
1462,0,42.11,-0.789,4,0.505,20
1463,0,51.62,0.162,3,-0.11,20
1464,1,52.51,0.251,4,0.74,20
1465,0,55.84,0.584,4,0.608,20
1466,0,52.44,0.244,3,-0.177,20
1467,0,46.94,-0.306,5,1.231,20
1468,1,64.59,1.459,3,-0.818,20
1469,1,58.120000000000005,0.812,4,0.029,20
1470,1,69.03999999999999,1.904,4,0.055,20
1471,1,42.44,-0.756,2,-1.231,20
1472,1,50.3,0.03,3,-0.648,20
1473,1,41.11,-0.889,3,-0.061,20
1474,1,50.62,0.062,4,0.984,20
1475,1,58.04,0.804,5,1.142,20
1476,0,50.56,0.056,4,0.149,20
1477,1,29.830000000000002,-2.017,3,-0.929,20
1478,1,56.52,0.652,4,0.132,20
1479,0,42.33,-0.767,3,-0.486,20
1480,0,39.8,-1.02,4,0.002,20
1481,1,50.54,0.054,4,0.673,20
1482,0,41.879999999999995,-0.812,4,0.624,20
1483,1,47.11,-0.289,5,1.746,20
1484,0,51.32,0.132,4,0.376,20
1485,1,38.44,-1.156,3,-0.92,20
1486,0,43.58,-0.642,3,-0.578,21
1487,1,44.96,-0.504,3,-0.413,21
1488,0,51.32,0.132,3,-0.65,21
1489,0,57.19,0.719,3,-0.38,21
1490,0,34.99,-1.501,3,-0.091,21
1491,0,59.83,0.983,3,-0.268,21
1492,0,63.29,1.329,4,0.508,21
1493,1,51.89,0.189,5,1.572,21
1494,1,48.18,-0.182,5,1.405,21
1495,1,56.68,0.668,4,0.513,21
1496,1,50.15,0.015,5,1.932,21
1497,0,45.03,-0.497,3,-0.142,21
1498,0,45.55,-0.445,3,-0.628,21
1499,0,30.6,-1.94,1,-2.821,21
1500,1,45.14,-0.486,4,0.506,21
1501,0,49.87,-0.013,3,-0.775,21
1502,0,32.49,-1.751,3,-0.061,21
1503,1,51.41,0.141,4,0.917,21
1504,0,38.629999999999995,-1.137,3,-0.32,21
1505,0,37.81,-1.219,4,0.611,21
1506,0,41.24,-0.876,3,-0.092,21
1507,0,37.56,-1.244,3,-0.338,21
1508,0,41.519999999999996,-0.848,1,-2.583,21
1509,0,52.22,0.222,4,0.786,21
1510,0,26.98,-2.302,4,0.49,21
1511,0,55.66,0.566,4,0.021,21
1512,0,61.17,1.117,2,-1.144,21
1513,1,69.21000000000001,1.921,5,1.226,21
1514,0,44.62,-0.538,4,0.217,21
1515,0,37.07,-1.293,4,0.797,21
1516,0,28.63,-2.137,4,0.844,21
1517,0,42.78,-0.722,4,0.668,21
1518,0,52.84,0.284,4,0.7,21
1519,1,38.879999999999995,-1.112,4,0.051,21
1520,0,48.4,-0.16,4,0.145,21
1521,0,58.269999999999996,0.827,3,-0.606,21
1522,0,49.14,-0.086,4,0.11,21
1523,0,48.44,-0.156,4,0.536,21
1524,0,45.54,-0.446,4,0.055,21
1525,0,48.79,-0.121,3,-0.474,21
1526,0,47.66,-0.234,4,0.333,21
1527,1,52.6,0.26,4,0.741,21
1528,1,62.3,1.23,5,1.25,21
1529,0,49.5,-0.05,3,-0.571,21
1530,0,55.81,0.581,4,0.206,21
1531,0,40.769999999999996,-0.923,2,-1.262,21
1532,0,50.17,0.017,4,0.462,21
1533,0,53.84,0.384,4,0.057,21
1534,0,51.96,0.196,4,0.322,21
1535,0,44.26,-0.574,3,-0.684,21
1536,0,46.21,-0.379,3,-0.188,21
1537,0,62.91,1.291,3,-0.198,21
1538,1,44.66,-0.534,5,1.243,21
1539,0,43.34,-0.666,1,-2.574,21
1540,1,46.2,-0.38,4,0.538,21
1541,0,48.46,-0.154,4,0.846,21
1542,0,53.09,0.309,4,0.338,21
1543,1,46.480000000000004,-0.352,2,-1.338,21
1544,0,54.6,0.46,2,-1.275,21
1545,0,59.71,0.971,3,-0.469,21
1546,0,29.89,-2.011,3,-0.226,21
1547,0,71.39,2.139,6,2.365,22
1548,0,48.05,-0.195,4,0.251,22
1549,0,50.12,0.012,4,0.183,22
1550,0,42.13,-0.787,4,0.56,22
1551,0,44.06,-0.594,2,-1.314,22
1552,0,47.16,-0.284,4,0.097,22
1553,0,63.6,1.36,4,0.456,22
1554,1,60.75,1.075,3,-0.197,22
1555,1,45.9,-0.41,2,-1.358,22
1556,1,63.92,1.392,2,-1.773,22
1557,0,50.79,0.079,3,-0.949,22
1558,0,52.11,0.211,3,-0.447,22
1559,0,31.810000000000002,-1.819,3,-0.49,22
1560,1,50.71,0.071,2,-1.659,22
1561,0,59.72,0.972,4,0.057,22
1562,0,51.98,0.198,4,0.562,22
1563,1,60.99,1.099,3,-0.888,22
1564,1,43.36,-0.664,2,-1.606,22
1565,1,44.45,-0.555,2,-1.211,22
1566,0,58.81,0.881,4,0.136,22
1567,0,34.89,-1.511,4,0.495,22
1568,0,51.85,0.185,4,0.525,22
1569,0,57.51,0.751,5,1.119,22
1570,0,68.42,1.842,4,0.068,22
1571,1,41.870000000000005,-0.813,1,-2.278,22
1572,0,42.65,-0.735,3,-0.181,22
1573,1,49.24,-0.076,2,-1.76,22
1574,0,60.31,1.031,3,-0.125,22
1575,1,59.34,0.934,1,-2.582,22
1576,0,49.95,-0.005,3,-0.216,22
1577,0,57.61,0.761,2,-1.154,22
1578,0,57.8,0.78,4,0.109,22
1579,0,62.83,1.283,4,0.309,22
1580,0,34.89,-1.511,3,-0.723,22
1581,0,69.92,1.992,4,0.367,22
1582,0,49.88,-0.012,4,0.325,22
1583,1,47.02,-0.298,3,-0.912,22
1584,0,45.87,-0.413,4,0.085,22
1585,1,41.870000000000005,-0.813,2,-1.448,22
1586,0,45.16,-0.484,6,2.564,22
1587,0,58.64,0.864,3,-0.22,22
1588,1,41.78,-0.822,2,-1.418,22
1589,0,52.57,0.257,3,-0.785,22
1590,1,45.79,-0.421,1,-2.312,22
1591,0,39.64,-1.036,3,-0.421,22
1592,0,44.36,-0.564,4,0.435,22
1593,0,44.13,-0.587,3,-0.108,22
1594,0,39.09,-1.091,6,2.058,22
1595,0,68.4,1.84,3,-0.045,22
1596,0,39.7,-1.03,5,1.793,22
1597,0,61.85,1.185,3,-0.219,22
1598,0,37.35,-1.265,3,-0.399,22
1599,0,43.87,-0.613,4,0.011,22
1600,0,71.55,2.155,4,0.594,22
1601,0,63.480000000000004,1.348,4,0.857,22
1602,0,37.74,-1.226,3,-0.195,22
1603,1,56.89,0.689,3,-0.61,22
1604,0,40.9,-0.91,3,-0.785,22
1605,1,46.66,-0.334,2,-1.038,22
1606,0,44.32,-0.568,4,0.235,22
1607,0,36.89,-1.311,3,-0.591,22
1608,0,58.57,0.857,4,0.144,22
1609,0,50.84,0.084,5,1.133,22
1610,1,50.71,0.071,3,-0.457,22
1611,1,48.72,-0.128,2,-1.026,22
1612,1,32.879999999999995,-1.712,2,-1.432,22
1613,0,40.53,-0.947,3,-0.441,22
1614,0,42.26,-0.774,6,2.184,22
1615,0,47.86,-0.214,3,-0.031,22
1616,0,46.05,-0.395,3,-0.011,22
1617,1,52.03,0.203,3,-0.332,22
1618,0,30.04,-1.996,4,0.685,22
1619,0,27.42,-2.258,4,0.511,22
1620,1,61.93,1.193,4,0.571,22
1621,0,60.22,1.022,3,-0.868,22
1622,0,36.69,-1.331,5,1.52,22
1623,1,57.26,0.726,4,0.248,22
1624,1,33.519999999999996,-1.648,3,-0.97,22
1625,0,48.66,-0.134,3,-0.463,22
1626,1,47.87,-0.213,2,-1.155,22
1627,1,48.03,-0.197,3,-0.531,22
1628,0,23.71,-2.629,3,-0.751,22
1629,0,41.76,-0.824,3,-0.1,22
1630,0,44.63,-0.537,5,1.225,22
1631,0,69.14,1.914,3,-0.837,22
1632,0,51.06,0.106,3,-0.141,22
1633,0,47.89,-0.211,5,1.208,22
1634,0,49.76,-0.024,5,1.32,22
1635,0,36.72,-1.328,5,1.241,22
1636,0,42.69,-0.731,4,0.597,22
1637,1,62.55,1.255,2,-1.99,22
1638,0,43.03,-0.697,4,0.18,22
1639,0,46.94,-0.306,4,0.521,23
1640,1,58.480000000000004,0.848,3,-0.012,23
1641,1,52.97,0.297,4,0.641,23
1642,0,40.57,-0.943,3,-0.631,23
1643,1,60.39,1.039,5,1.515,23
1644,0,50.78,0.078,3,-0.224,23
1645,1,42.17,-0.783,5,1.162,23
1646,0,40.230000000000004,-0.977,2,-1.264,23
1647,0,50.72,0.072,2,-1.5,23
1648,1,41.41,-0.859,5,1.28,23
1649,1,58.980000000000004,0.898,3,-0.013,23
1650,0,53.22,0.322,3,-0.845,23
1651,0,55.89,0.589,3,-0.344,23
1652,1,48.39,-0.161,4,0.82,23
1653,1,69.91,1.991,5,1.901,23
1654,1,59.06,0.906,3,-0.242,23
1655,1,45.35,-0.465,3,-0.371,23
1656,0,64.72,1.472,4,0.02,23
1657,0,49.26,-0.074,2,-1.897,23
1658,1,49.63,-0.037,5,1.678,23
1659,0,68.08,1.808,2,-1.354,23
1660,0,58.730000000000004,0.873,2,-1.643,23
1661,1,46.53,-0.347,3,-0.523,23
1662,1,67.67,1.767,5,1.43,23
1663,0,44.05,-0.595,3,-0.768,23
1664,1,59.09,0.909,3,-0.392,23
1665,1,48.12,-0.188,5,1.027,23
1666,1,58.2,0.82,3,-0.424,23
1667,1,64.21000000000001,1.421,4,0.289,23
1668,1,45.019999999999996,-0.498,4,0.558,23
1669,0,44.94,-0.506,3,-0.001,23
1670,0,47.5,-0.25,3,-0.431,23
1671,0,55.4,0.54,4,0.565,23
1672,0,39.09,-1.091,1,-2.833,23
1673,1,42.94,-0.706,3,-0.202,23
1674,0,54.91,0.491,3,-0.309,23
1675,0,47.36,-0.264,2,-1.82,23
1676,1,48.67,-0.133,3,-0.736,23
1677,0,54.56,0.456,1,-2.113,23
1678,1,52.32,0.232,5,1.409,23
1679,1,60.16,1.016,3,-0.059,23
1680,1,44.04,-0.596,4,0.369,23
1681,1,51.95,0.195,5,1.482,23
1682,1,49.04,-0.096,4,0.647,23
1683,0,43.75,-0.625,2,-1.309,23
1684,1,54.83,0.483,4,0.49,23
1685,1,48.82,-0.118,4,0.516,23
1686,0,29.72,-2.028,2,-1.755,23
1687,1,29.46,-2.054,3,-0.569,23
1688,0,49.88,-0.012,3,-0.544,23
1689,1,47.86,-0.214,4,0.75,23
1690,1,54.61,0.461,3,-0.015,23
1691,0,48.77,-0.123,3,-0.594,23
1692,1,41.96,-0.804,4,0.537,23
1693,1,60.58,1.058,5,1.448,23
1694,0,48.27,-0.173,1,-2.2,23
1695,0,46.67,-0.333,3,-0.406,23
1696,1,49.91,-0.009,4,0.095,23
1697,0,58.89,0.889,2,-1.149,23
1698,0,47.96,-0.204,3,-0.292,23
1699,1,56.78,0.678,5,1.043,23
1700,0,45.74,-0.426,2,-1.286,23
1701,1,60.22,1.022,5,1.336,23
1702,1,47.47,-0.253,5,1.257,23
1703,1,60.37,1.037,6,2.165,23
1704,1,46.57,-0.343,5,1.096,23
1705,1,61.1,1.11,3,-0.463,23
1706,0,48.27,-0.173,6,2.34,24
1707,0,62.480000000000004,1.248,4,0.427,24
1708,1,62.55,1.255,4,0.84,24
1709,0,35.94,-1.406,3,-0.476,24
1710,1,52.79,0.279,3,-0.527,24
1711,1,40.28,-0.972,3,-0.71,24
1712,1,33.21,-1.679,2,-2.0,24
1713,1,51.89,0.189,5,1.044,24
1714,1,57.11,0.711,1,-2.541,24
1715,1,39.56,-1.044,2,-1.709,24
1716,1,48.85,-0.115,2,-1.499,24
1717,1,58.67,0.867,4,0.688,24
1718,1,43.55,-0.645,2,-1.692,24
1719,1,75.03999999999999,2.504,4,0.294,24
1720,1,59.46,0.946,2,-1.511,24
1721,0,43.54,-0.646,4,0.248,24
1722,1,35.980000000000004,-1.402,3,-0.677,24
1723,0,32.7,-1.73,5,1.685,24
1724,1,60.32,1.032,3,-0.399,24
1725,0,56.480000000000004,0.648,2,-1.093,24
1726,1,48.12,-0.188,2,-1.974,24
1727,0,71.78,2.178,5,1.716,24
1728,0,40.87,-0.913,4,0.572,24
1729,1,33.81,-1.619,4,0.718,24
1730,1,59.93,0.993,1,-2.221,24
1731,1,35.45,-1.455,2,-1.892,24
1732,0,43.49,-0.651,4,0.848,24
1733,0,57.81,0.781,4,0.452,24
1734,0,45.6,-0.44,3,-0.732,24
1735,1,68.36,1.836,4,0.737,24
1736,0,46.69,-0.331,5,1.453,24
1737,0,54.31,0.431,5,1.554,24
1738,0,54.1,0.41,4,0.443,24
1739,0,49.44,-0.056,4,0.513,24
1740,1,58.96,0.896,2,-1.319,24
1741,1,42.49,-0.751,4,0.033,24
1742,1,45.7,-0.43,2,-1.137,24
1743,0,41.0,-0.9,5,1.871,24
1744,0,45.019999999999996,-0.498,4,0.532,24
1745,0,69.6,1.96,5,1.132,24
1746,0,46.03,-0.397,5,1.68,24
1747,1,57.38,0.738,2,-1.021,24
1748,1,43.97,-0.603,3,-0.372,24
1749,1,37.47,-1.253,3,-0.282,24
1750,1,28.97,-2.103,3,-0.314,24
1751,0,29.57,-2.043,5,1.448,24
1752,1,51.05,0.105,2,-1.132,24
1753,1,53.46,0.346,2,-1.84,24
1754,1,35.42,-1.458,3,-0.081,24
1755,1,61.269999999999996,1.127,2,-1.189,24
1756,1,48.35,-0.165,2,-1.67,24
1757,1,56.5,0.65,1,-2.678,24
1758,1,59.019999999999996,0.902,2,-1.171,24
1759,1,53.48,0.348,3,-0.092,24
1760,0,40.86,-0.914,5,1.217,24
1761,1,41.76,-0.824,4,0.44,25
1762,1,43.51,-0.649,5,1.258,25
1763,1,59.53,0.953,3,-0.95,25
1764,1,68.56,1.856,3,-0.877,25
1765,1,58.51,0.851,4,0.303,25
1766,1,70.72,2.072,2,-1.217,25
1767,1,66.68,1.668,3,-0.769,25
1768,1,56.54,0.654,5,1.841,25
1769,0,48.11,-0.189,4,0.6,25
1770,1,44.33,-0.567,2,-1.458,25
1771,0,45.36,-0.464,3,-0.114,25
1772,1,46.08,-0.392,5,1.545,25
1773,1,49.19,-0.081,2,-1.076,25
1774,1,47.86,-0.214,3,-0.559,25
1775,1,37.91,-1.209,3,-0.038,25
1776,1,66.84,1.684,4,0.6,25
1777,1,50.99,0.099,6,2.087,25
1778,0,53.96,0.396,5,1.594,25
1779,1,53.17,0.317,3,-0.327,25
1780,1,62.989999999999995,1.299,4,0.834,25
1781,1,59.8,0.98,4,0.006,25
1782,1,56.06,0.606,2,-1.448,25
1783,1,37.78,-1.222,3,-0.903,25
1784,0,68.03,1.803,4,0.369,25
1785,1,72.67,2.267,5,1.242,25
1786,1,48.57,-0.143,3,-0.494,25
1787,1,57.3,0.73,6,2.33,25
1788,1,41.84,-0.816,5,1.142,25
1789,1,47.95,-0.205,2,-1.228,25
1790,1,50.26,0.026,4,0.1,25
1791,1,51.69,0.169,4,0.898,25
1792,0,44.39,-0.561,4,0.842,25
1793,1,61.39,1.139,4,0.321,25
1794,1,62.74,1.274,4,0.454,25
1795,1,48.4,-0.16,3,-0.406,25
1796,1,46.57,-0.343,3,-0.137,25
1797,1,57.13,0.713,4,0.706,25
1798,1,60.57,1.057,2,-1.261,25
1799,1,49.6,-0.04,2,-1.917,25
1800,1,52.99,0.299,2,-1.703,25
1801,1,53.8,0.38,4,0.202,25
1802,1,39.06,-1.094,2,-1.334,25
1803,1,34.76,-1.524,4,0.684,25
1804,1,45.63,-0.437,3,-0.116,25
1805,1,59.82,0.982,5,1.554,25
1806,1,42.74,-0.726,4,0.964,25
1807,1,64.79,1.479,4,0.129,25
1808,0,45.08,-0.492,4,0.4,25
1809,1,62.7,1.27,2,-1.003,25
1810,1,60.480000000000004,1.048,2,-1.857,25
1811,0,54.07,0.407,6,2.275,25
1812,1,52.08,0.208,2,-1.057,25
1813,1,46.88,-0.312,1,-2.375,25
1814,1,62.41,1.241,4,0.954,25
1815,1,43.66,-0.634,3,-0.247,25
1816,1,60.99,1.099,5,1.324,25
1817,1,54.92,0.492,4,0.295,25
1818,1,43.58,-0.642,5,1.232,25
1819,0,34.86,-1.514,4,0.678,25
1820,1,40.92,-0.908,3,-0.231,25
1821,1,77.93,2.793,3,-0.167,25
1822,1,54.06,0.406,3,-0.009,25
1823,0,42.730000000000004,-0.727,5,1.41,25
1824,0,36.45,-1.355,5,1.891,25
1825,1,28.479999999999997,-2.152,3,-0.731,25
1826,0,30.73,-1.927,4,0.204,25
1827,1,75.19,2.519,3,-0.7,25
1828,1,57.42,0.742,3,-0.401,25
1829,1,58.28,0.828,4,0.74,25
1830,1,38.49,-1.151,4,0.42,25
1831,1,48.09,-0.191,4,0.187,25
1832,1,41.879999999999995,-0.812,4,0.467,25
1833,1,51.77,0.177,3,-0.68,25
1834,1,55.37,0.537,3,-0.2,25
1835,1,53.14,0.314,2,-1.01,25
1836,1,56.31,0.631,2,-1.639,25
1837,1,43.36,-0.664,2,-1.08,25
1838,1,63.17,1.317,4,0.446,25
1839,1,60.83,1.083,3,-0.454,25
1840,1,57.22,0.722,4,0.538,25
1841,1,50.86,0.086,4,0.837,25
1842,1,54.32,0.432,4,0.689,25
1843,1,60.67,1.067,4,0.479,25
1844,1,40.31,-0.969,3,-0.733,25
1845,1,43.09,-0.691,4,0.232,25
1846,1,46.11,-0.389,4,0.992,25
1847,0,57.55,0.755,3,-0.676,26
1848,1,44.66,-0.534,5,1.596,26
1849,0,52.24,0.224,2,-1.722,26
1850,1,56.29,0.629,5,1.451,26
1851,0,59.97,0.997,4,0.027,26
1852,0,61.44,1.144,3,-0.713,26
1853,0,59.6,0.96,3,-0.852,26
1854,0,42.75,-0.725,1,-2.236,26
1855,0,44.5,-0.55,4,0.9,26
1856,0,55.66,0.566,2,-1.951,26
1857,1,53.49,0.349,5,1.095,26
1858,1,46.58,-0.342,3,-0.25,26
1859,0,31.439999999999998,-1.856,2,-1.2,26
1860,0,43.33,-0.667,3,-0.856,26
1861,0,83.72,3.372,4,0.023,26
1862,1,58.97,0.897,3,-0.763,26
1863,1,43.34,-0.666,5,1.608,26
1864,1,51.94,0.194,4,0.512,26
1865,0,39.9,-1.01,4,0.388,26
1866,0,55.27,0.527,2,-1.454,26
1867,1,48.35,-0.165,5,1.173,26
1868,1,48.01,-0.199,5,1.053,26
1869,0,42.42,-0.758,3,-0.029,26
1870,1,43.04,-0.696,3,-0.378,26
1871,1,53.32,0.332,3,-0.158,26
1872,1,51.67,0.167,4,0.215,26
1873,0,59.11,0.911,3,-0.632,26
1874,0,52.81,0.281,3,-0.499,26
1875,0,54.12,0.412,3,-0.944,26
1876,0,50.68,0.068,2,-1.094,26
1877,0,34.33,-1.567,1,-2.407,26
1878,0,57.21,0.721,4,0.009,26
1879,0,54.29,0.429,3,-0.897,26
1880,1,33.04,-1.696,4,0.345,26
1881,1,49.43,-0.057,4,0.37,26
1882,0,51.94,0.194,2,-1.426,26
1883,0,45.07,-0.493,3,-0.966,26
1884,0,44.25,-0.575,4,0.27,26
1885,0,67.35,1.735,2,-1.4,26
1886,1,54.19,0.419,4,0.34,26
1887,1,49.16,-0.084,4,0.043,26
1888,0,36.9,-1.31,4,0.165,26
1889,0,40.26,-0.974,3,-0.727,26
1890,0,50.15,0.015,3,-0.391,26
1891,0,38.1,-1.19,4,0.494,26
1892,0,37.31,-1.269,2,-1.429,26
1893,1,58.79,0.879,3,-0.655,26
1894,1,62.75,1.275,5,1.237,26
1895,0,44.95,-0.505,3,-0.935,26
1896,1,60.5,1.05,5,1.652,26
1897,0,60.85,1.085,3,-0.405,26
1898,1,45.2,-0.48,5,1.26,26
1899,0,52.67,0.267,2,-1.493,26
1900,1,49.35,-0.065,2,-1.899,27
1901,0,55.71,0.571,5,1.597,27
1902,1,55.29,0.529,2,-1.086,27
1903,1,42.8,-0.72,2,-1.579,27
1904,1,44.54,-0.546,4,0.856,27
1905,0,55.83,0.583,4,0.787,27
1906,1,57.01,0.701,4,0.066,27
1907,1,64.65,1.465,4,0.093,27
1908,0,46.13,-0.387,3,-0.572,27
1909,0,43.19,-0.681,4,0.94,27
1910,1,52.55,0.255,3,-0.475,27
1911,1,45.28,-0.472,3,-0.617,27
1912,1,48.87,-0.113,3,-0.219,27
1913,0,41.59,-0.841,6,2.365,27
1914,0,45.45,-0.455,3,-0.703,27
1915,1,58.379999999999995,0.838,3,-0.173,27
1916,0,37.24,-1.276,3,-0.424,27
1917,1,35.31,-1.469,3,-0.595,27
1918,1,39.85,-1.015,2,-1.676,27
1919,1,58.19,0.819,3,-0.249,27
1920,0,53.32,0.332,4,0.963,27
